_k,txs_applied_mean,txs_applied_std,txs_applied_min,txs_applied_max,txs_applied_count,blocks_applied_mean,blocks_applied_std,blocks_applied_min,blocks_applied_max,blocks_applied_count,avg_txs_per_block_mean,avg_txs_per_block_std,avg_txs_per_block_min,avg_txs_per_block_max,avg_txs_per_block_count,avg_fee_per_tx_mean,avg_fee_per_tx_std,avg_fee_per_tx_min,avg_fee_per_tx_max,avg_fee_per_tx_count,fees_charged_mean,fees_charged_std,fees_charged_min,fees_charged_max,fees_charged_count,fees_distributed_mean,fees_distributed_std,fees_distributed_min,fees_distributed_max,fees_distributed_count,forks_observed_mean,forks_observed_std,forks_observed_min,forks_observed_max,forks_observed_count,missed_proposals_mean,missed_proposals_std,missed_proposals_min,missed_proposals_max,missed_proposals_count,unique_eligibilities_mean,unique_eligibilities_std,unique_eligibilities_min,unique_eligibilities_max,unique_eligibilities_count,alloc_total_mean,alloc_total_std,alloc_total_min,alloc_total_max,alloc_total_count,refund_total_mean,refund_total_std,refund_total_min,refund_total_max,refund_total_count,forfeit_total_mean,forfeit_total_std,forfeit_total_min,forfeit_total_max,forfeit_total_count,remainder_total_mean,remainder_total_std,remainder_total_min,remainder_total_max,remainder_total_count,treasury_mean,treasury_std,treasury_min,treasury_max,treasury_count,ml_rounds_mean,ml_rounds_std,ml_rounds_min,ml_rounds_max,ml_rounds_count,ml_last_acc_before_mean,ml_last_acc_before_std,ml_last_acc_before_min,ml_last_acc_before_max,ml_last_acc_before_count,ml_last_acc_after_mean,ml_last_acc_after_std,ml_last_acc_after_min,ml_last_acc_after_max,ml_last_acc_after_count,ml_impr_sum_mean,ml_impr_sum_std,ml_impr_sum_min,ml_impr_sum_max,ml_impr_sum_count,ml_clients_used_sum_mean,ml_clients_used_sum_std,ml_clients_used_sum_min,ml_clients_used_sum_max,ml_clients_used_sum_count,fees_distribution_ratio
1,26.0,2.73861278752583,23,28,5,21.4,2.7018512172212588,18,25,5,1.23764,0.24952620704046302,0.92,1.5556,5,1.388199,0.04252517936470109,1.357143,1.434783,5,36.0,2.7386127875258315,33,38,5,36.0,2.7386127875258315,33,38,5,20.4,2.7018512172212588,17,24,5,0.2,0.447213595499958,0,1,5,21.6,2.701851217221259,18,25,5,998.0,0.0,998,998,5,100.0,0.0,100,100,5,0.0,0.0,0,0,5,2.0,0.0,2,2,5,2.0,0.0,2,2,5,0.0,0.0,0,0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,0.0,5,0.0,0.0,0,0,5,1.0
